acc,start,end,label
DP04015,1,49,structured
DP04015,50,189,disordered
DP04016,1,635,disordered
DP04017,1,554,disordered
DP04018,1,225,disordered
DP04019,1,109,disordered
DP04020,1,222,disordered
DP04024,1,70,structured
DP04024,71,134,disordered
DP04029,1,42,disordered
DP04029,43,409,structured
DP04029,410,420,disordered
DP04030,1,232,structured
DP04030,233,248,disordered
DP04030,249,541,structured
DP04030,542,560,disordered
DP04030,561,596,structured
DP04033,1,52,disordered
DP04033,53,190,structured
DP04065,1,67,disordered
DP04065,79,341,structured
DP04065,353,544,structured
DP04072,1,78,structured
DP04072,79,88,disordered
DP04072,89,180,structured
DP04092,1,204,structured
DP04092,205,222,disordered
DP04092,223,355,structured
DP04092,356,393,disordered
DP04092,394,461,structured
DP04110,1,20,disordered
DP04110,30,246,structured
DP04110,249,263,disordered
DP04118,1,9,structured
DP04118,32,97,structured
DP04118,98,116,disordered
DP04118,122,181,structured
DP04125,1,86,structured
DP04125,87,114,disordered
DP04126,1,661,structured
DP04126,662,673,disordered
DP04126,674,736,structured
DP04127,1,19,disordered
DP04127,20,46,structured
DP04127,47,56,disordered
DP04127,57,114,structured
DP04127,115,128,disordered
DP04127,129,140,structured
DP04127,141,158,disordered
DP04127,159,175,structured
DP04128,1,43,disordered
DP04128,44,296,structured
DP04130,1,25,disordered
DP04130,26,108,structured
DP04131,1,115,structured
DP04131,116,133,disordered
DP04131,134,191,structured
DP04131,192,212,disordered
DP04131,213,399,structured
DP04132,1,130,structured
DP04132,175,188,structured
DP04132,189,206,disordered
DP04132,207,230,structured
DP04133,1,18,structured
DP04133,19,41,disordered
DP04133,42,99,structured
DP04133,110,182,structured
DP04133,183,242,disordered
DP04133,243,317,structured
DP04134,1,113,disordered
DP04134,114,140,structured
DP04139,1,1016,disordered
DP04139,1017,1123,structured
DP04139,1124,1611,disordered
DP04139,1612,2285,structured
DP04140,1,419,structured
DP04140,420,451,disordered
DP04140,452,557,structured
DP04141,1,124,disordered
DP04141,125,287,structured
DP04142,1,569,structured
DP04142,570,632,disordered
DP04144,1,79,structured
DP04144,80,142,disordered
DP04144,143,421,structured
DP04145,1,80,structured
DP04145,81,142,disordered
DP04145,143,422,structured
DP04148,1,162,disordered
DP04148,163,327,structured
DP04149,1,88,disordered
DP04149,89,408,structured
DP04149,409,418,disordered
DP04149,419,560,structured
DP04149,561,572,disordered
DP04149,573,644,structured
DP04149,645,753,disordered
DP04149,754,845,structured
DP04149,846,898,disordered
DP04151,1,161,structured
DP04151,162,268,disordered
DP04152,1,162,structured
DP04152,163,317,disordered
DP04153,1,209,structured
DP04153,210,449,disordered
DP04154,1,155,structured
DP04154,156,335,disordered
DP04155,1,611,structured
DP04155,612,687,disordered
DP04155,688,1068,structured
DP04156,1,162,structured
DP04156,163,263,disordered
DP04156,264,665,structured
DP04157,1,561,structured
DP04157,562,597,disordered
DP04157,598,725,structured
DP04158,1,850,structured
DP04158,851,867,disordered
DP04158,868,1292,structured
DP04159,1,55,disordered
DP04159,56,76,structured
DP04159,77,105,disordered
DP04160,1,295,structured
DP04160,296,315,disordered
DP04161,1,80,disordered
DP04161,81,197,structured
DP04161,198,233,disordered
DP04161,234,387,structured
DP04161,388,550,disordered
DP04164,1,395,structured
DP04164,396,564,disordered
DP04164,565,1247,structured
DP04165,1,146,structured
DP04165,147,166,disordered
DP04166,1,324,structured
DP04166,325,338,disordered
DP04166,339,955,structured
DP04167,1,25,disordered
DP04167,26,61,structured
DP04167,62,84,disordered
DP04167,85,269,structured
DP04167,270,355,disordered
DP04169,1,33,disordered
DP04169,42,593,structured
DP04170,1,150,structured
DP04170,151,164,disordered
DP04171,1,59,structured
DP04171,60,200,disordered
DP04171,201,221,structured
DP04171,222,259,disordered
DP04171,260,378,structured
DP04172,1,184,structured
DP04172,185,362,disordered
DP04173,1,150,disordered
DP04173,151,198,structured
DP04173,199,209,disordered
DP04173,210,441,structured
DP04173,442,452,disordered
DP04173,453,485,structured
DP04173,486,503,disordered
DP04173,504,510,structured
DP04173,511,548,disordered
DP04175,37,86,structured
DP04175,87,201,disordered
DP04175,202,484,structured
DP04175,507,661,structured
DP04177,1,100,disordered
DP04178,1,179,structured
DP04178,180,321,disordered
DP04178,322,417,structured
DP04178,418,443,disordered
DP04178,444,1132,structured
DP04180,1,12,disordered
DP04180,13,77,structured
DP04180,112,199,structured
DP04182,1,227,structured
DP04182,228,240,disordered
DP04182,241,260,structured
DP04182,261,314,disordered
DP04183,1,21,disordered
DP04183,22,96,structured
DP04184,1,37,structured
DP04184,38,67,disordered
DP04184,68,146,structured
DP04185,1,73,structured
DP04185,74,114,disordered
DP04185,115,546,structured
DP04186,1,21,structured
DP04186,22,55,disordered
DP04186,56,80,structured
DP04187,1,54,structured
DP04187,55,94,disordered
DP04189,1,130,structured
DP04189,131,141,disordered
DP04189,142,262,structured
DP04189,263,273,disordered
DP04189,274,298,structured
DP04190,1,88,disordered
DP04191,1,1024,structured
DP04191,1025,1090,disordered
DP04191,1091,1162,structured
DP04192,1,49,structured
DP04192,50,65,disordered
DP04192,66,72,structured
DP04193,1,37,structured
DP04193,38,74,disordered
DP04193,75,93,structured
DP04195,1,158,structured
DP04195,159,186,disordered
DP04195,187,272,structured
DP04196,1,151,structured
DP04196,152,177,disordered
DP04196,178,212,structured
DP04197,1,169,disordered
DP04197,170,242,structured
DP04197,243,572,disordered
DP04197,573,1447,structured
DP04198,1,2949,structured
DP04198,2950,2989,disordered
DP04198,2990,3010,structured
DP04199,1,178,disordered
DP04200,1,150,disordered
DP04201,1,165,disordered
DP04201,166,312,structured
DP04201,313,506,disordered
DP04201,507,734,structured
DP04202,1,85,structured
DP04202,86,100,disordered
DP04203,1,85,structured
DP04203,86,95,disordered
DP04210,1,396,structured
DP04210,397,423,disordered
DP04210,424,440,structured
DP04211,1,154,disordered
DP04211,155,441,structured
DP04217,1,891,structured
DP04217,892,1052,disordered
DP04217,1053,1053,structured
DP04218,1,119,disordered
DP04218,120,561,structured
DP04219,1,27,disordered
DP04219,28,161,structured
DP04219,162,204,disordered
DP04219,205,338,structured
DP04220,1,379,structured
DP04220,380,448,disordered
DP04220,449,585,structured
DP04221,1,18,disordered
DP04221,19,152,structured
DP04225,1,334,structured
DP04225,335,385,disordered
DP04225,386,1799,structured
DP04230,1,38,structured
DP04230,39,58,disordered
DP04230,59,139,structured
DP04231,1,407,structured
DP04231,408,427,disordered
DP04231,428,549,structured
DP04232,1,10,disordered
DP04232,11,39,structured
DP04232,40,60,disordered
DP04232,61,1104,structured
DP04233,1,105,structured
DP04233,106,118,disordered
DP04234,1,129,structured
DP04234,130,142,disordered
DP04234,143,209,structured
DP04234,210,220,disordered
DP04235,1,127,structured
DP04235,128,186,disordered
DP04235,187,229,structured
DP04240,1,227,disordered
DP04240,228,368,structured
DP04240,369,397,disordered
DP04241,1,467,disordered
DP04242,1,21,disordered
DP04242,22,78,structured
DP04242,79,123,disordered
DP04242,124,177,structured
DP04242,178,191,disordered
DP04243,1,60,disordered
DP04244,1,109,disordered
DP04246,1,73,disordered
DP04246,74,218,structured
DP04247,1,12,disordered
DP04247,13,56,structured
DP04250,1,129,structured
DP04250,130,146,disordered
DP04250,147,226,structured
DP04251,1,22,disordered
DP04251,23,421,structured
DP04251,422,514,disordered
DP04252,1,22,disordered
DP04252,23,153,structured
DP04253,1,64,disordered
DP04253,65,161,structured
DP04253,162,217,disordered
DP04255,1,68,structured
DP04255,69,191,disordered
DP04255,192,490,structured
DP04256,1,37,structured
DP04256,38,47,disordered
DP04256,70,176,structured
DP04257,1,156,structured
DP04257,157,194,disordered
DP04257,195,343,structured
DP04257,344,404,disordered
DP04257,405,577,structured
DP04259,1,228,structured
DP04259,229,299,disordered
DP04260,1,39,structured
DP04260,40,63,disordered
DP04260,64,543,structured
DP04261,1,60,disordered
DP04261,61,148,structured
DP04261,149,173,disordered
DP04262,1,177,structured
DP04262,178,205,disordered
DP04263,1,275,disordered
DP04263,276,351,structured
DP04264,1,713,disordered
DP04267,1,156,structured
DP04267,157,197,disordered
DP04268,1,101,disordered
DP04268,102,149,structured
DP04268,150,172,disordered
DP04268,173,229,structured
DP04270,1,57,disordered
DP04271,1,24,structured
DP04271,25,267,disordered
DP04273,1,330,disordered
DP04273,331,1465,structured
DP04274,1,162,disordered
DP04274,163,537,structured
DP04276,1,94,disordered
DP04276,95,665,structured
DP04277,1,51,disordered
DP04277,52,521,structured
DP04278,1,94,disordered
DP04278,95,257,structured
DP04279,1,49,structured
DP04279,50,126,disordered
DP04279,127,643,structured
DP04279,644,682,disordered
DP04279,683,936,structured
DP04279,937,970,disordered
DP04279,971,1038,structured
DP04279,1039,1137,disordered
DP04279,1138,1201,structured
DP04279,1202,1426,disordered
DP04279,1427,1688,structured
DP04279,1689,1740,disordered
DP04280,1,989,disordered
DP04281,1,38,disordered
DP04281,39,136,structured
DP04285,1,393,structured
DP04285,394,544,disordered
DP04286,1,135,disordered
DP04286,136,159,structured
DP04286,160,179,disordered
DP04287,1,10,disordered
DP04287,11,112,structured
DP04287,113,124,disordered
DP04290,1,131,disordered
DP04290,147,225,structured
DP04294,1,79,structured
DP04294,80,305,disordered
DP04295,1,299,structured
DP04295,300,518,disordered
DP04298,1,299,structured
DP04298,300,583,disordered
DP04298,584,671,structured
DP04299,1,172,structured
DP04299,184,511,structured
DP04299,512,540,disordered
DP04300,1,350,disordered
DP04300,351,837,structured
DP04302,1,119,structured
DP04302,120,130,disordered
DP04308,1,204,disordered
DP04309,1,89,disordered
DP04309,90,170,structured
DP04309,171,196,disordered
DP04324,1,55,structured
DP04324,56,129,disordered
DP04324,130,332,structured
DP04328,1,232,disordered
DP04328,233,343,structured
DP04328,344,354,disordered
DP04328,355,497,structured
DP04328,498,620,disordered
DP04337,1,363,structured
DP04337,364,413,disordered
DP04337,414,432,structured
DP04340,1,170,disordered
DP04340,171,259,structured
DP04340,260,272,disordered
DP04341,1,397,structured
DP04341,398,543,disordered
DP04343,1,445,disordered
DP04347,1,172,disordered
DP04347,173,303,structured
DP04348,1,163,structured
DP04348,164,208,disordered
DP04348,209,576,structured
DP04349,1,125,structured
DP04349,126,240,disordered
DP04376,1,29,disordered
DP04376,30,872,structured
DP04376,873,909,disordered
DP04376,910,1195,structured
DP04376,1196,1317,disordered
DP04378,1,137,structured
DP04378,248,577,structured
DP04378,677,718,structured
DP04378,719,753,disordered
DP04378,754,898,structured
DP04379,1,159,disordered
DP04379,160,313,structured
DP04379,314,354,disordered
DP04379,355,464,structured
DP04380,1,33,structured
DP04380,62,378,structured
DP04380,379,400,disordered
DP04380,401,809,structured
DP04381,1,26,structured
DP04381,27,82,disordered
DP04381,83,147,structured
DP04388,1,242,disordered
DP04388,243,417,structured
DP04390,1,200,structured
DP04390,201,212,disordered
DP04390,213,293,structured
DP04390,294,316,disordered
DP04390,317,2587,structured
DP04391,1,23,structured
DP04391,24,51,disordered
DP04391,52,139,structured
DP04397,1,491,structured
DP04397,492,501,disordered
DP04397,502,873,structured
DP04398,1,589,structured
DP04398,590,759,disordered
DP04398,760,902,structured
DP04398,903,1190,disordered
DP04398,1191,1499,structured
DP04401,1,153,structured
DP04401,154,255,disordered
DP04416,1,14,disordered
DP04416,15,79,structured
DP04416,80,97,disordered
